customer_id,first_name,last_name,email,phone,gender,city,state,signup_date,membership
CUST0232,Kavya,Chopra,kavya.chopra31@gmail.com,+91-91116-11923,female,ahmedabad,Gujarat,2023-02-01,
CUST0233,Dev,Mishra,,+91-89201-42971,Male,Ahmedabad,Gujrat,2022-04-06,silver
CUST0234,Kunal,Pillai,kunal.pillai7@yahoo.com,+91-84639-57634,F,jaipur,Rajsthan,23-06-2023,
CUST0235,Sneha,Patel,sneha.patel82@yahoo.com,+91-84661-17662,male,Surat,Gujarat,05-08-2020,bronze
CUST0236,Sneha,Kumar,sneha.kumar28@gmail.com,751859926,Female,lucknow,uttar pradesh,08/08/2020,
CUST0237,Divya,Mishra,divya.mishra95@gmail.com,,male,jaipur,Rajsthan,16-09-2022,Bronze
CUST0238,Sunita,Singh,sunita.singh54@yahoo.com,916513647,M,DELHI,DL,14/07/2021,Bronze
CUST0239,Karan,Iyer,karan.iyer26@gmail.com,93776-14706,male,Lko,UP,09-10-2023,GOLD
CUST0240,,Patel,,,Male,Poona,Maharastra,2020-08-06,silver
CUST0241,Aditya,Reddy,aditya.reddy27yahoo.com,+91-72664-28954,,Madras,tamil nadu,2020-07-28,bronze
CUST0242,Ananya,Pillai,ananya.pillai49@gmail.com,9853978147,M,bhopal,MP,2021-10-02,
CUST0243,Vivek,Das,vivek.das95@yahoo.com,,Female,SURAT,GJ,2021-08-25,Bronze
CUST0244,Sunita,Pillai,sunita.pillai72@gmail.com,+91-88404-27040,male,DELHI,Delhi,2020-01-12,Bronze
CUST0245,Preeti,Verma,preeti.verma71@gmail.com,,,Lucknow,UP,2021-03-26,bronze
CUST0246,Nikhil,Shah,nikhil.shah85@gmail.com,79500-38526,Male,Kolkata,WB,2023-06-20,GOLD
CUST0247,Dev,,dev.das49@yahoo.com,+91-71712-71484,,SURAT,gujarat,11/01/2023,
CUST0248,Ishaan,Mehta,ishaan.mehta13@gmail.com,9207160929,female,chennai,TN,16-01-2020,bronze
CUST0249,Vivek,Patel,vivek.patel4@gmail.com,99465-34590,Female,HYDERABAD,Telangana,21-04-2020,Platinum
CUST0250,Preeti,Kumar,preeti.kumar56@gmail.com,970676254,Male,KOLKATA,W Bengal,13-01-2020,Gold
CUST0251,Pooja,Pillai,pooja.pillai37@yahoo.com,9605180473,female,New Delhi,DL,2023-09-15,bronze
CUST0252,Neha,Shah,neha.shah2@gmail.com,+91-99089-34292,,chennai,TN,2020-01-11,silver
CUST0253,Vikram,Agarwal,vikram.agarwal29@yahoo.com,76912-93717,,HYDERABAD,telangana,06/10/2023,Gold
CUST0254,Meera,Khanna,meera.khanna63@yahoo.com,,female,New Delhi,Delhi,25/04/2021,
CUST0255,Dev,Verma,dev.verma47@yahoo.com,,MALE,Lko,uttar pradesh,03/10/2021,GOLD
CUST0256,Karan,Khanna,karan.khanna46@yahoo.com,898791863,male,bhopal,madhya pradesh,15-08-2023,Platinum
CUST0257,Arjun,Banerjee,arjun.banerjee75@gmail.com,9178314265,,Delhi,Delhi,16/03/2020,Bronze
CUST0258,Pooja,Bhatt,,,male,Hyd,telangana,04-05-2021,Bronze
CUST0259,Dev,Reddy,dev.reddy6@gmail.com,+91-90766-31329,,Bangaluru,karnataka,26/01/2022,bronze
CUST0260,Ishaan,Malhotra,ishaan.malhotra82@yahoo.com,,MALE,Mumbai,MH,19/01/2023,Gold
CUST0261,Kavya,Kumar,,+91-85156-85383,,kolkata,W Bengal,11-10-2020,silver
CUST0262,Vikram,Singh,vikram.singh85@gmail.com,9585657398,male,Bengaluru,KA,13-09-2022,bronze
CUST0263,Aarav,Das,aarav.das6@yahoo.com,,Male,mumbai,maharashtra,03-01-2021,silver
CUST0264,Rohan,Joshi,rohan.joshi53@yahoo.com,77325-78761,male,AHMEDABAD,Gujrat,07-01-2021,GOLD
CUST0265,Preeti,Malhotra,preeti.malhotra17@gmail.com,862440540,Female,Lucknow,uttar pradesh,2022-10-29,
CUST0266,Kunal,Thakur,kunal.thakur85@gmail.com,740024785,F,Lucknow,Uttar Pradesh,2023-10-21,bronze
CUST0267,Ananya,Chopra,ananya.chopra33@gmail.com,88274-63042,M,Calcutta,West Bengal,2021-08-03,Silver
CUST0268,Raj,Sharma,raj.sharma89@yahoo.com,86107-41069,,Lucknow,Uttar Pradesh,22/05/2022,GOLD
CUST0269,Yash,Kumar,yash.kumar72@gmail.com,,MALE,surat,gujarat,03-06-2021,Bronze
CUST0270,Shreya,Khanna,shreya.khanna28@gmail.com,7694904767,male,delhi,NCT Delhi,11/06/2023,Silver
CUST0271,Neha,Gupta,,7378561387,,BANGALORE,Karnatka,26/02/2022,Silver
CUST0272,Aditya,Reddy,aditya.reddy85@yahoo.com,70460-00830,male,surat,Gujrat,12-05-2023,Silver
CUST0273,,Das,pooja.das52@gmail.com,+91-73729-87009,Female,Surat,gujarat,26-11-2022,silver
CUST0274,Sunita,Shah,sunita.shah78@yahoo.com,81875-92160,Female,Lko,UP,10-01-2020,Gold
CUST0275,Kavya,Nair,kavya.nair33@yahoo.com,,FEMALE,Pune,MH,13-05-2021,
CUST0276,Kunal,Mishra,kunal.mishra49@yahoo.com,8107327477,F,MUMBAI,Maharashtra,15-04-2021,Silver
CUST0277,Raj,Kumar,raj.kumar10@gmail.com,+91-87133-94023,female,Hyd,Telangana,23/03/2021,Platinum
CUST0278,Ananya,Das,ananya.das80@gmail.com,78708-75721,Male,chennai,tamil nadu,09-06-2020,Silver
CUST0279,Shreya,Chopra,shreya.chopra63@gmail.com,+91-94675-41927,Male,PUNE,Maharastra,25-03-2022,bronze
CUST0280,,Shah,ishaan.shah59@yahoo.com,86910-01287,Female,Mumbai ,MH,18/01/2020,GOLD
CUST0281,Yash,Kumar,yash.kumar61@yahoo.com,+91-80185-04919,F,Bangaluru,KA,18/05/2022,bronze
CUST0282,Arjun,Malhotra,arjun.malhotra13@yahoo.com,94734-40423,male,Bangaluru,karnataka,19/02/2022,Silver
CUST0283,Nisha,Iyer,nisha.iyer33@gmail.com,+91-90900-17854,FEMALE,ahmedabad,GJ,30-11-2020,Gold
CUST0284,Dev,Verma,dev.verma33@gmail.com,,,Madras,TN,2023-10-23,silver
CUST0285,Pooja,Verma,pooja.verma49@yahoo.com,8919550221,MALE,SURAT,Gujrat,09-12-2020,bronze
CUST0286,Shreya,Gupta,shreya.gupta41@yahoo.com,+91-79801-88582,F,delhi,DL,20-03-2022,
CUST0287,Lakshmi,Reddy,lakshmi.reddy96@yahoo.com,+91-80077-16123,FEMALE,Bangalore,karnataka,29-07-2020,Silver
CUST0288,Aarav,Bhatt,aarav.bhatt20@gmail.com,,male,Jaipur,Rajasthan,2021-04-14,Bronze
CUST0289,Aarav,Mehta,aarav.mehta70@yahoo.com,904506903,MALE,surat,GJ,09-01-2023,silver
CUST0290,Preeti,Agarwal,,+91-88977-75581,F,ahmedabad,Gujarat,07/12/2022,
CUST0291,Nikhil,Sharma,nikhil.sharma99@gmail.com,8286817379,,bhopal,madhya pradesh,15/01/2020,bronze
CUST0292,Ananya,Reddy,ananya.reddy29@gmail.com,867384868,M,BHOPAL,MP,09-06-2023,silver
CUST0293,Lakshmi,,lakshmi.joshi82@gmail.com,8243802345,Male,delhi,delhi,04-10-2022,Silver
CUST0294,Nisha,Patel,nisha.patel30gmail.com,8882985094,F,Madras,tamil nadu,10/05/2022,Silver
CUST0295,Rahul,Gupta,rahul.gupta70@gmail.com,8685438702,female,Bangalore,KA,20/02/2022,
CUST0296,Ananya,Mehta,ananya.mehta61@gmail.com,92382-75479,,HYDERABAD,Telangana,20-11-2020,Gold
CUST0297,,Chopra,arjun.chopra86@gmail.com,8548020689,Female,surat,gujarat,26/10/2021,Platinum
CUST0298,Aarav,Mehta,aarav.mehta32@gmail.com,8595145112,male,LUCKNOW,uttar pradesh,04-07-2023,Gold
CUST0299,Karan,Chopra,karan.chopra3@yahoo.com,88842-83304,M,Hyd,TS,21-03-2020,
CUST0300,Vikram,Mishra,vikram.mishra36@yahoo.com,839019878,M,Bangaluru,KA,24/11/2020,GOLD
